epoch	loss	v_loss	|	v_mae	v_mdae	v_sa	v_pr25	|	t_mae	t_mdae	t_sa	t_pr25
46	2.5287	2.8920	|	1.2814	0.8681	32.0796	38.4615	|	1.5128	1.0051	19.8101	34.4086	|  Best result at epoch 8
47	2.2850	2.8360	|	1.3049	1.0558	30.8326	35.1648	|	1.5707	1.3397	16.7455	31.1828	|  Best result at epoch 8
48	2.1509	1.9886	|	1.0613	0.8924	43.7449	35.1648	|	1.0133	0.9286	46.2900	38.7097	|  Best result at epoch 8
49	2.5197	4.1157	|	1.5417	1.1567	18.2778	32.9670	|	1.9503	1.6350	-3.3792	27.9570	|  Best result at epoch 8
50	2.3610	3.9441	|	1.5119	1.1047	19.8586	29.6703	|	1.9496	1.3777	-3.3417	21.5054	|  Best result at epoch 8
51	1.7087	2.2579	|	1.1679	0.8437	38.0916	38.4615	|	1.4097	1.0514	25.2772	34.4086	|  Best result at epoch 8
52	1.8545	2.4132	|	1.1885	1.0421	37.0016	34.0659	|	1.0801	0.9172	42.7465	32.2581	|  Best result at epoch 8
53	2.2092	2.1918	|	1.1184	0.7258	40.7154	42.8571	|	1.3599	1.0076	27.9194	36.5591	|  Best result at epoch 8
54	1.5690	2.1581	|	1.1354	0.8224	39.8161	36.2637	|	1.4315	1.1752	24.1222	34.4086	|  Best result at epoch 8
55	2.1615	3.6730	|	1.5249	1.3846	19.1718	30.7692	|	2.1341	1.9476	-13.1232	23.6559	|  Best result at epoch 8
56	2.1071	2.3192	|	1.1524	0.7568	38.9175	40.6593	|	1.4770	1.0419	21.7096	34.4086	|  Best result at epoch 8
57	2.2820	1.8552	|	1.0950	0.9045	41.9585	39.5604	|	1.3255	1.0851	29.7424	41.9355	|  Best result at epoch 8
58	2.0339	2.7816	|	1.2951	0.9660	31.3509	35.1648	|	1.6613	1.3360	11.9395	29.0323	|  Best result at epoch 8
59	2.2188	2.5865	|	1.2182	1.0279	35.4264	40.6593	|	1.0936	0.8911	42.0343	30.1075	|  Best result at epoch 8
