epoch	loss	v_loss	|	v_mae	v_mdae	v_sa	v_pr25	|	t_mae	t_mdae	t_sa	t_pr25
45	3.4577	4.6591	|	1.6596	1.6293	13.5044	30.7692	|	1.5032	1.2648	21.6580	33.9623	|  Best result at epoch 40
46	3.0350	3.4924	|	1.5766	1.3358	17.8345	28.8462	|	1.6494	1.4670	14.0382	32.0755	|  Best result at epoch 46
47	4.4869	4.4397	|	1.6459	1.5527	14.2199	28.8462	|	1.4891	1.3647	22.3912	35.8491	|  Best result at epoch 46
48	3.4789	4.3862	|	1.6463	1.5115	14.2014	28.8462	|	1.4875	1.3006	22.4743	33.9623	|  Best result at epoch 46
49	2.7878	3.7707	|	1.6158	1.3888	15.7911	26.9231	|	1.5379	1.3534	19.8506	32.0755	|  Best result at epoch 46
50	2.9810	4.2355	|	1.6438	1.3791	14.3315	32.6923	|	1.4912	1.2492	22.2845	33.9623	|  Best result at epoch 46
51	2.7100	3.6405	|	1.6130	1.3826	15.9330	30.7692	|	1.5618	1.4554	18.6042	32.0755	|  Best result at epoch 46
52	2.8553	3.8895	|	1.6447	1.4695	14.2819	25.0000	|	1.5264	1.3458	20.4460	33.9623	|  Best result at epoch 46
53	2.7162	4.4629	|	1.6787	1.5138	12.5110	30.7692	|	1.5062	1.2993	21.4997	32.0755	|  Best result at epoch 46
54	2.7463	3.6321	|	1.6353	1.4639	14.7735	30.7692	|	1.6069	1.4673	16.2540	30.1887	|  Best result at epoch 46
55	3.0377	3.9265	|	1.6493	1.4762	14.0421	26.9231	|	1.5155	1.2663	21.0183	32.0755	|  Best result at epoch 46
56	2.8430	4.9072	|	1.7429	1.5367	9.1637	30.7692	|	1.5383	1.1029	19.8297	35.8491	|  Best result at epoch 46
57	2.5576	4.1384	|	1.6739	1.5887	12.7629	25.0000	|	1.5118	1.2416	21.2102	32.0755	|  Best result at epoch 46
58	2.5095	5.2959	|	1.8096	1.5524	5.6911	28.8462	|	1.5780	1.2245	17.7605	33.9623	|  Best result at epoch 46
59	2.7383	4.0734	|	1.6620	1.5914	13.3837	25.0000	|	1.5160	1.2071	20.9897	30.1887	|  Best result at epoch 46
60	3.1080	7.0769	|	2.0947	1.7077	-9.1706	23.0769	|	1.7912	1.3335	6.6454	24.5283	|  Best result at epoch 46
61	3.8541	3.8084	|	1.6374	1.4150	14.6633	26.9231	|	1.5401	1.3160	19.7343	35.8491	|  Best result at epoch 46
62	2.3274	3.7435	|	1.6565	1.4933	13.6675	26.9231	|	1.6132	1.5164	15.9226	32.0755	|  Best result at epoch 46
63	2.5147	3.9409	|	1.6884	1.5355	12.0079	28.8462	|	1.5620	1.3895	18.5940	33.9623	|  Best result at epoch 46
64	2.4069	4.4494	|	1.8166	1.6653	5.3244	32.6923	|	1.7204	1.6575	10.3396	33.9623	|  Best result at epoch 46
65	2.8964	4.2260	|	1.7238	1.5393	10.1626	25.0000	|	1.5636	1.3080	18.5072	35.8491	|  Best result at epoch 46
66	2.0087	4.5292	|	1.8325	1.6807	4.4938	26.9231	|	1.7440	1.6420	9.1071	30.1887	|  Best result at epoch 46
67	2.1145	4.7776	|	1.8554	1.7281	3.3034	28.8462	|	1.7679	1.5572	7.8595	33.9623	|  Best result at epoch 46
68	2.5180	4.4071	|	1.8024	1.5984	6.0632	25.0000	|	1.7000	1.3138	11.4019	28.3019	|  Best result at epoch 46
69	2.5279	6.6605	|	2.1258	1.8544	-10.7903	34.6154	|	2.1604	1.8216	-12.5929	28.3019	|  Best result at epoch 46
70	3.0676	4.1538	|	1.7257	1.6975	10.0600	28.8462	|	1.6577	1.5698	13.6065	30.1887	|  Best result at epoch 46
71	2.2628	6.0272	|	1.9344	1.5117	-0.8159	26.9231	|	1.6063	1.1597	16.2867	35.8491	|  Best result at epoch 46
72	2.9643	4.1187	|	1.7086	1.6400	10.9521	30.7692	|	1.5985	1.1533	16.6912	30.1887	|  Best result at epoch 46
73	1.6325	4.5442	|	1.7528	1.5277	8.6486	28.8462	|	1.5888	1.2737	17.1949	35.8491	|  Best result at epoch 46
74	3.0747	8.7000	|	2.3380	1.7837	-21.8497	19.2308	|	1.9859	1.3794	-3.5006	13.2075	|  Best result at epoch 46
75	4.0117	4.2070	|	1.7083	1.5251	10.9704	26.9231	|	1.5186	1.0842	20.8535	33.9623	|  Best result at epoch 46
76	1.7102	4.2690	|	1.7527	1.6181	8.6544	25.0000	|	1.6076	1.3266	16.2180	30.1887	|  Best result at epoch 46
77	1.6085	5.2697	|	1.8393	1.6659	4.1410	28.8462	|	1.5592	1.2338	18.7373	37.7358	|  Best result at epoch 46
78	1.6200	5.2777	|	1.8613	1.4299	2.9922	30.7692	|	1.5773	1.1024	17.7979	33.9623	|  Best result at epoch 46
79	2.2143	6.2762	|	1.9783	1.4576	-3.1058	23.0769	|	1.6360	0.9544	14.7367	33.9623	|  Best result at epoch 46
80	2.2377	4.0030	|	1.6956	1.5447	11.6282	32.6923	|	1.6946	1.3761	11.6809	22.6415	|  Best result at epoch 46
81	1.7119	5.7883	|	1.9242	1.4544	-0.2818	19.2308	|	1.5647	1.1610	18.4510	37.7358	|  Best result at epoch 46
82	2.2790	6.0069	|	1.9305	1.5047	-0.6124	23.0769	|	1.5985	1.1005	16.6919	35.8491	|  Best result at epoch 46
83	2.8518	6.9656	|	2.0646	1.4244	-7.5997	25.0000	|	1.7162	1.1990	10.5583	32.0755	|  Best result at epoch 46
84	2.6938	4.9464	|	1.8798	1.6594	2.0324	32.6923	|	1.9484	1.7470	-1.5471	24.5283	|  Best result at epoch 46
85	1.6955	4.6834	|	1.8344	1.5804	4.3956	32.6923	|	1.8415	1.5677	4.0259	26.4151	|  Best result at epoch 46
86	1.4699	5.1761	|	1.9298	1.7536	-0.5737	30.7692	|	1.9133	1.6653	0.2841	26.4151	|  Best result at epoch 46
87	1.8670	4.6779	|	1.8209	1.7178	5.0995	23.0769	|	1.5526	1.2579	19.0806	32.0755	|  Best result at epoch 46
88	1.6189	6.4493	|	1.9629	1.5653	-2.3027	28.8462	|	1.6251	1.1893	15.3041	32.0755	|  Best result at epoch 46
89	2.2881	4.8924	|	1.8299	1.7753	4.6329	19.2308	|	1.5545	1.4305	18.9838	32.0755	|  Best result at epoch 46
90	1.3873	5.6005	|	1.8960	1.6477	1.1863	26.9231	|	1.5982	1.4384	16.7063	37.7358	|  Best result at epoch 46
91	1.9849	6.3688	|	1.9555	1.5653	-1.9153	26.9231	|	1.5983	1.1857	16.7035	26.4151	|  Best result at epoch 46
92	2.1001	4.6866	|	1.8160	1.6160	5.3572	25.0000	|	1.6502	1.4124	13.9980	28.3019	|  Best result at epoch 46
93	1.0075	4.6392	|	1.8215	1.6371	5.0663	25.0000	|	1.6896	1.4089	11.9407	32.0755	|  Best result at epoch 46
94	1.6628	8.6338	|	2.3033	1.7223	-20.0398	17.3077	|	1.8915	1.3923	1.4193	13.2075	|  Best result at epoch 46
95	3.5716	4.4914	|	1.8061	1.6041	5.8726	28.8462	|	1.7902	1.5438	6.6984	30.1887	|  Best result at epoch 46
96	1.2112	5.1082	|	1.9168	1.7005	0.1012	26.9231	|	1.8289	1.4685	4.6830	26.4151	|  Best result at epoch 46
97	1.1313	5.1580	|	1.8298	1.7506	4.6358	26.9231	|	1.5335	1.3530	20.0775	32.0755	|  Best result at epoch 46
98	1.7806	7.1477	|	2.0913	1.5818	-8.9912	23.0769	|	1.7540	1.3096	8.5859	28.3019	|  Best result at epoch 46
99	2.3553	5.3100	|	1.9556	1.8167	-1.9201	28.8462	|	1.8655	1.4203	2.7753	26.4151	|  Best result at epoch 46
100	1.2491	5.1471	|	1.9128	1.7606	0.3095	28.8462	|	1.8460	1.4095	3.7926	32.0755	|  Best result at epoch 46
101	1.7824	6.4140	|	2.0917	1.9112	-9.0143	34.6154	|	2.0548	1.8177	-7.0913	28.3019	|  Best result at epoch 46
102	1.6676	4.6660	|	1.8249	1.7107	4.8917	21.1538	|	1.5547	1.3629	18.9726	32.0755	|  Best result at epoch 46
103	1.4197	5.2940	|	1.8630	1.8180	2.9056	26.9231	|	1.5260	1.1765	20.4715	32.0755	|  Best result at epoch 46
104	1.5986	5.5903	|	1.8965	1.6944	1.1593	26.9231	|	1.5303	1.2203	20.2469	32.0755	|  Best result at epoch 46
