epoch	loss	v_loss	|	v_mae	v_mdae	v_sa	v_pr25	|	t_mae	t_mdae	t_sa	t_pr25
46	5.5956	6.3337	|	2.2010	2.0531	16.3027	20.6897	|	2.7165	2.5261	-3.2982	13.1148	|  Best result at epoch 14
47	5.6568	3.7923	|	1.6721	1.5302	36.4154	22.4138	|	2.2068	2.0444	16.0830	19.6721	|  Best result at epoch 14
48	4.9159	4.9193	|	1.9247	1.7865	26.8088	20.6897	|	2.4322	2.2331	7.5140	18.0328	|  Best result at epoch 14
49	5.1465	2.7981	|	1.4485	1.3460	44.9183	27.5862	|	1.9053	1.8881	27.5484	26.2295	|  Best result at epoch 14
50	4.8048	3.2843	|	1.5527	1.3026	40.9549	24.1379	|	2.0707	1.9400	21.2605	22.9508	|  Best result at epoch 14
51	5.1408	4.5816	|	1.8530	1.6802	29.5384	20.6897	|	2.4078	2.3159	8.4413	21.3115	|  Best result at epoch 14
52	4.9036	4.7244	|	1.8791	1.6959	28.5453	20.6897	|	2.4346	2.3643	7.4200	18.0328	|  Best result at epoch 14
53	5.0850	2.0170	|	1.1641	1.1142	55.7334	34.4828	|	1.6668	1.3500	36.6169	34.4262	|  Best result at epoch 53
54	4.3220	7.0024	|	2.3164	2.0676	11.9157	13.7931	|	2.9077	2.5142	-10.5675	9.8361	|  Best result at epoch 53
55	6.4009	1.9575	|	1.1507	1.0612	56.2427	31.0345	|	1.6541	1.4289	37.1022	34.4262	|  Best result at epoch 55
56	4.7371	4.5081	|	1.8257	1.6751	30.5749	22.4138	|	2.4318	2.2524	7.5270	19.6721	|  Best result at epoch 55
57	4.6786	4.0960	|	1.7330	1.6151	34.1009	22.4138	|	2.3221	2.1235	11.6979	19.6721	|  Best result at epoch 55
58	5.0653	4.3793	|	1.7831	1.6349	32.1933	22.4138	|	2.4216	2.1588	7.9163	16.3934	|  Best result at epoch 55
59	4.7217	2.2175	|	1.1887	0.7903	54.7973	24.1379	|	1.5789	1.2327	39.9620	21.3115	|  Best result at epoch 55
60	5.0321	8.2353	|	2.5139	2.5933	4.4074	17.2414	|	3.1281	3.0112	-18.9505	6.5574	|  Best result at epoch 55
61	4.9714	4.2370	|	1.7399	1.6995	33.8372	24.1379	|	2.3608	2.3463	10.2292	13.1148	|  Best result at epoch 55
62	4.4813	2.9764	|	1.4373	1.3761	45.3454	31.0345	|	2.0071	1.7611	23.6790	21.3115	|  Best result at epoch 55
63	3.2810	2.7502	|	1.3879	1.2445	47.2234	32.7586	|	1.9339	1.7407	26.4592	24.5902	|  Best result at epoch 55
64	3.9734	2.9057	|	1.2649	0.9556	51.8990	34.4828	|	1.5680	1.1044	40.3733	16.3934	|  Best result at epoch 55
65	5.5274	4.7409	|	1.8594	1.9077	29.2938	25.8621	|	2.5351	2.6194	3.6007	14.7541	|  Best result at epoch 55
66	3.7439	5.3701	|	1.9902	1.8994	24.3185	22.4138	|	2.6544	2.7579	-0.9353	11.4754	|  Best result at epoch 55
67	3.7185	5.3233	|	1.9598	1.8549	25.4769	20.6897	|	2.6314	2.5800	-0.0616	11.4754	|  Best result at epoch 55
68	5.1039	3.6172	|	1.6033	1.5889	39.0316	27.5862	|	2.3086	2.2804	12.2129	22.9508	|  Best result at epoch 55
